SAMLEX_ID	SAMLEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT	DEFINICIÓ	NOTES
190	prevenció primària	ca	01012021		prevenció primària			prevenció primària		Prevenció que té per objectiu evitar l'aparició d'un trastorn mental, un trastorn per ús de substàncies o una addicció o reduir-ne el nombre de casos mitjançant la promoció de la salut mental.	NOTA: La prevenció primària és especialment important en el cas de persones amb vulnerabilitat i en la població de risc.
191	prevenció secundària	ca	01012021		prevenció secundària			prevenció secundària		Prevenció que té per objectiu impedir el desenvolupament d'un trastorn mental, un trastorn per ús de substàncies o una addicció mitjançant la detecció precoç, la reducció dels factors de risc específics i la promoció dels factors de protecció específics que es troben a la base d'un problema de salut mental determinat	
192	prevenció terciària	ca	01012021		prevenció terciària			prevenció terciària		Prevenció que té per objectiu reduir el nombre o la importància de les complicacions i les seqüeles d'un trastorn mental, un trastorn per ús de substàncies o una addicció i evitar recaigudes mitjançant la rehabilitació, la intervenció en el procés de recuperació i la reducció de danys.	
193	professional de referència	ca	01012021		professional de referència			professional de referència		Professional de l'àmbit sanitari o dels serveis socials que, quan intervenen diferents professionals en el procés assistencial, actua com a interlocutor principal amb la persona atesa i la seva família, lidera la planificació de la resposta d'atenció social i sanitària i s'ocupa de la coherència i la coordinació entre els diferents serveis d'atenció.	NOTA: El professional de referència o la professional de referència és una figura especialment rellevant en el cas de persones amb cronicitat i complexitat.
194	programa d'atenció específica a les persones amb trastorns mentals severs ||| PAETMS	ca	01012021		programa d'atenció específica a les persones amb trastorns mentals severs ||| PAETMS			programa d'atenció específica a les persones amb trastorns mentals severs	PAETMS	Conjunt coordinat d'intervencions i procediments multidisciplinaris d'atenció comunitària orientat a persones amb un trastorn mental greu i persistent i basat en la integració de l'assistència, la prevenció i la rehabilitació, que té per objectiu donar una resposta assistencial prioritària, òptima i integral, segons un pla terapèutic, destinada a recuperar o mantenir la capacitat i l'autonomia de les persones ateses i garantir la continuïtat assistencial. NOTA: 1. El programa d'atenció específica als trastorns mentals severs té cinc objectius generals: garantir una disponibilitat preferent per a l'assistència psiquiàtrica a les persones amb un trastorn mental greu i persistent, desenvolupar accions que incrementin l'adherència d'aquestes persones al programa de seguiment, millorar la integralitat de l'atenció comunitària, millorar el seguiment i l'avaluació de l'acceptabilitat del tractament i potenciar els factors de continuïtat del tractament.	NOTA: 2. El programa d'atenció específica als trastorns mentals severs també pretén introduir en els dispositius assistencials les persones amb un trastorn mental greu i persistent que no reben cap mena d'assistència psiquiàtrica, sigui per manca de consciència de malaltia o per manca de suport familiar. NOTA: 3. El qualificatiu sever es refereix a les condicions de gravetat, cronicitat i discapacitat associades al trastorn. Aquest significat de 'greu' de l'adjectiu sever és un calc de l'anglès que no està acceptat en el diccionari normatiu. En àmbits especialitzats, però, té un cert ús amb referència als trastorns mentals greus i persistents.
195	programa d'atenció específica a les persones amb trastorns psicòtics incipients ||| programa de psicosi incipient ||| PAETPI	ca	01012021		programa d'atenció específica a les persones amb trastorns psicòtics incipients ||| programa de psicosi incipient ||| PAETPI			programa d'atenció específica a les persones amb trastorns psicòtics incipients	programa de psicosi incipient ||| PAETPI	Conjunt coordinat d'intervencions i procediments multidisciplinaris d'atenció ambulatòria d'àmbit territorial orientat a persones amb un trastorn psicòtic en la fase inicial o amb risc de desenvolupar-ne un, que té per objectiu millorar el pronòstic i l'evolució del trastorn, minimitzar-ne l'impacte, facilitar-ne la recuperació i prevenir-ne la cronicitat a partir de la detecció precoç i la intervenció precoç.	NOTA: 1. El programa d'atenció específica a les persones amb trastorns psicòtics incipients té com a població diana les persones d'entre 14 i 35 anys que presenten estats mentals de risc de desenvolupar un trastorn psicòtic o primers episodis psicòtics o que es troben en el període de recuperació o en el període crític de cinc anys després del primer episodi psicòtic. NOTA: 2. El programa d'atenció específica a les persones amb trastorns psicòtics incipients requereix la col·laboració amb atenció primària de salut, tant en la detecció del trastorn com en el tractament i el seguiment posteriors.
196	programa individual de rehabilitació i reinserció ||| PIRR	ca	01012021		programa individual de rehabilitació i reinserció ||| PIRR			programa individual de rehabilitació i reinserció	PIRR	Programa de treball, basat en l'atenció centrada en la persona, en què es detalla el procés de rehabilitació d'una persona amb un trastorn mental, es marquen uns objectius personals, de rehabilitació i d'inserció a partir d'una decisió compartida i es determinen el conjunt de professionals que hi participaran i les intervencions que es duran a terme.	NOTA: Perquè el programa individual de rehabilitació i reinserció sigui efectiu, és clau que la persona afectada i, si és possible, la seva família, participin activament en la fase d'elaboració.
197	projecte de vida ||| projecte vital	ca	01012021		projecte de vida ||| projecte vital			projecte de vida	projecte vital	Projecte que segueix una persona, d'acord amb els seus valors, les seves conviccions i les seves preferències, per a realitzar els objectius que persegueix i que donen sentit a la seva vida.	
198	promoció de la salut	ca	01012021		promoció de la salut			promoció de la salut		Conjunt d'actuacions, prestacions i serveis destinats a fomentar la salut individual i col·lectiva, a impulsar l'adopció d'estils de vida saludables i a millorar tant les condicions de vida com els factors socials, econòmics i ambientals que poden influir en la salut, en especial els factors de protecció.	NOTA: 1. La promoció de la salut afavoreix l'empoderament de les persones amb un trastorn mental o un trastorn per ús de substàncies, de manera que els permet tenir més control sobre la seva salut i els determinants socials de la salut, a més d'enfortir les seves habilitats i les seves capacitats. NOTA: 2. La promoció de la salut es pot dur a terme mitjançant l'establiment de polítiques públiques saludables, el desenvolupament d'habilitats personals, el reforç d'estratègies comunitàries, la creació d'un entorn sostenible, la reorientació dels serveis de salut o la difusió de campanyes informatives i programes de prevenció.
199	promoció de la salut mental	ca	01012021		promoció de la salut mental			promoció de la salut mental		Promoció de la salut orientada a crear les condicions individuals, socials i ambientals que permetin un desenvolupament psicosocial òptim i afavoreixin el benestar psicològic i social de les persones per a maximitzar la salut mental, amb respecte per la dignitat i els drets fonamentals.	NOTA: La promoció de la salut mental és especialment rellevant en la població de risc. Idealment, hauria de ser prioritària en la salut pública, atesa la freqüència elevada amb què es donen els trastorns mentals, els trastorns per ús de substàncies i les addiccions i l'estreta relació que mantenen amb les condicions i els estils de vida.
200	psicoeducació	ca	01012021		psicoeducació			psicoeducació		Intervenció professional consistent a proporcionar a una persona amb un trastorn mental o una addicció i a la seva família informació específica sobre aquest problema de salut i entrenament en tècniques per a afrontar-lo.	NOTA: La psicoeducació té per objectiu que la persona adquireixi consciència de malaltia, sàpiga afrontar les situacions de risc i millori el compliment del tractament.
