ALELEX_ID	ALELEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT
	al·lèrgia al ditranol	ca	01012021					al·lèrgia al ditranol	
	al·lèrgia al docusat sòdic||| al·lèrgia al dioctilsulfosuccinat sòdic	ca	01012021					al·lèrgia al docusat sòdic	al·lèrgia al dioctilsulfosuccinat sòdic
	al·lèrgia al domifèn	ca	01012021					al·lèrgia al domifèn	
	al·lèrgia al donzell (Artemisia absinthium) ||| al·lèrgia a l'absenta (Artemisia absinthium)  ||| al·lèrgia a l'encens (Artemisia absinthium)||| al·lèrgia al donzell mascle (Artemisia absinthium)	ca	01012021					al·lèrgia al donzell (Artemisia absinthium) 	al·lèrgia a l'absenta (Artemisia absinthium)  ||| al·lèrgia a l'encens (Artemisia absinthium)||| al·lèrgia al donzell mascle (Artemisia absinthium)
	al·lèrgia al doxapram	ca	01012021					al·lèrgia al doxapram	
	al·lèrgia al droperidol||| al·lèrgia al deshidrobenzoperidol	ca	01012021					al·lèrgia al droperidol	al·lèrgia al deshidrobenzoperidol
	al·lèrgia al faig americà (Fagus grandifolia)	ca	01012021					al·lèrgia al faig americà (Fagus grandifolia)	
	al·lèrgia al fajol ||| al·lèrgia al blat cairut al·lèrgia al blat negre||| al·lèrgia al gra del blat cairut (Fagopyrum esculentum)||| al·lèrgia al gra del blat negre (Fagopyrum esculentum)||| al·lèrgia al gra del fajol (Fagopyrum esculentum)	ca	01012021					al·lèrgia al fajol 	al·lèrgia al blat cairut al·lèrgia al blat negre||| al·lèrgia al gra del blat cairut (Fagopyrum esculentum)||| al·lèrgia al gra del blat negre (Fagopyrum esculentum)||| al·lèrgia al gra del fajol (Fagopyrum esculentum)
	al·lèrgia al famciclovir	ca	01012021					al·lèrgia al famciclovir	
	al·lèrgia al felbinac	ca	01012021					al·lèrgia al felbinac	
	al·lèrgia al fenbufèn	ca	01012021					al·lèrgia al fenbufèn	
	al·lèrgia al fenobarbital||| al·lèrgia a l'àcid feniletilbarbitúric ||| al·lèrgia a la fenobarbitona	ca	01012021					al·lèrgia al fenobarbital	al·lèrgia a l'àcid feniletilbarbitúric ||| al·lèrgia a la fenobarbitona
	al·lèrgia al fenofibrat	ca	01012021					al·lèrgia al fenofibrat	
	al·lèrgia al fenol  ||| al·lèrgia a l'àcid carbòlic ||| al·lèrgia a l'àcid fenílic ||| al·lèrgia a l'hidroxibenzè	ca	01012021					al·lèrgia al fenol  	al·lèrgia a l'àcid carbòlic ||| al·lèrgia a l'àcid fenílic ||| al·lèrgia a l'hidroxibenzè
	al·lèrgia al fenoprofèn	ca	01012021					al·lèrgia al fenoprofèn	
	al·lèrgia al fenoterol	ca	01012021					al·lèrgia al fenoterol	
	al·lèrgia al fentanil	ca	01012021					al·lèrgia al fentanil	
	al·lèrgia al fenticonazole	ca	01012021					al·lèrgia al fenticonazole	
	al·lèrgia al feredetat de sodi	ca	01012021					al·lèrgia al feredetat de sodi	
	al·lèrgia al ferro	ca	01012021					al·lèrgia al ferro	
	al·lèrgia al ferro-àcid fòlic ||| al·lèrgia al ferro-folacina ||| al·lèrgia al ferro-vitamina B?	ca	01012021					al·lèrgia al ferro-àcid fòlic 	al·lèrgia al ferro-folacina ||| al·lèrgia al ferro-vitamina B?
	al·lèrgia al ferro-sorbitol||| al·lèrgia als preparats de ferro i sorbitol	ca	01012021					al·lèrgia al ferro-sorbitol	al·lèrgia als preparats de ferro i sorbitol
	al·lèrgia al festuc||| al·lèrgia al fruit del festuc (Pistacia vera) ||| al·lèrgia al fruit del pistatxer (Pistacia vera)||| al·lèrgia al pistatxo	ca	01012021					al·lèrgia al festuc	al·lèrgia al fruit del festuc (Pistacia vera) ||| al·lèrgia al fruit del pistatxer (Pistacia vera)||| al·lèrgia al pistatxo
	al·lèrgia al filgrastim	ca	01012021					al·lèrgia al filgrastim	
	al·lèrgia al flavoxat	ca	01012021					al·lèrgia al flavoxat	
	al·lèrgia al flosequinan	ca	01012021					al·lèrgia al flosequinan	
	al·lèrgia al fluconazole	ca	01012021					al·lèrgia al fluconazole	
	al·lèrgia al flumazenil	ca	01012021					al·lèrgia al flumazenil	
	al·lèrgia al flunitrazepam	ca	01012021					al·lèrgia al flunitrazepam	
	al·lèrgia al fluorouracil ||| al·lèrgia a la fluoropirimidina	ca	01012021					al·lèrgia al fluorouracil 	al·lèrgia a la fluoropirimidina
	al·lèrgia al fluorur	ca	01012021					al·lèrgia al fluorur	
	al·lèrgia al fluorur de sodi	ca	01012021					al·lèrgia al fluorur de sodi	
	al·lèrgia al flupentixol	ca	01012021					al·lèrgia al flupentixol	
	al·lèrgia al flurazepam	ca	01012021					al·lèrgia al flurazepam	
	al·lèrgia al flurbiprofèn	ca	01012021					al·lèrgia al flurbiprofèn	
	al·lèrgia al fluspirilè	ca	01012021					al·lèrgia al fluspirilè	
	al·lèrgia al fonoll (Foeniculum vulgare) ||| al·lèrgia al fenoll (Foeniculum vulgare)	ca	01012021					al·lèrgia al fonoll (Foeniculum vulgare) 	al·lèrgia al fenoll (Foeniculum vulgare)
	al·lèrgia al formaldehid ||| al·lèrgia a l'aldehid fòrmic ||| al·lèrgia al metanal	ca	01012021					al·lèrgia al formaldehid 	al·lèrgia a l'aldehid fòrmic ||| al·lèrgia al metanal
	al·lèrgia al formatge	ca	01012021					al·lèrgia al formatge	
	al·lèrgia al formestà	ca	01012021					al·lèrgia al formestà	
	al·lèrgia al foscarnet	ca	01012021					al·lèrgia al foscarnet	
	al·lèrgia al fosfat de poliestradiol	ca	01012021					al·lèrgia al fosfat de poliestradiol	
	al·lèrgia al fosfat ferrós	ca	01012021					al·lèrgia al fosfat ferrós	
	al·lèrgia al fosfat sòdic de cel·lulosa	ca	01012021					al·lèrgia al fosfat sòdic de cel·lulosa	
	al·lèrgia al fosfestrol	ca	01012021					al·lèrgia al fosfestrol	
	al·lèrgia al fred ||| al·lèrgia a la fred	ca	01012021					al·lèrgia al fred 	al·lèrgia a la fred
	al·lèrgia al freixe d'Amèrica (Fraxinus americana)	ca	01012021					al·lèrgia al freixe d'Amèrica (Fraxinus americana)	
	al·lèrgia al ftalilsulfatiazole	ca	01012021					al·lèrgia al ftalilsulfatiazole	
	al·lèrgia al fumarat ferrós	ca	01012021					al·lèrgia al fumarat ferrós	
	al·lèrgia al fusidat de sodi	ca	01012021					al·lèrgia al fusidat de sodi	
	al·lèrgia al ganciclovir	ca	01012021					al·lèrgia al ganciclovir	
	al·lèrgia al gas medicinal	ca	01012021					al·lèrgia al gas medicinal	
	al·lèrgia al gatsaule (Salix caprea) ||| al·lèrgia a la salanca (Salix caprea)  ||| al·lèrgia a la salenca (Salix caprea)||| al·lèrgia al gatell (Salix caprea)	ca	01012021					al·lèrgia al gatsaule (Salix caprea) 	al·lèrgia a la salanca (Salix caprea)  ||| al·lèrgia a la salenca (Salix caprea)||| al·lèrgia al gatell (Salix caprea)
	al·lèrgia al gemeprost	ca	01012021					al·lèrgia al gemeprost	
	al·lèrgia al gemfibrozil	ca	01012021					al·lèrgia al gemfibrozil	
	al·lèrgia al gerd||| al·lèrgia al fruit de la gerdera (Rubus idaeus) ||| al·lèrgia al fruit de la gerdonera (Rubus idaeus)||| al·lèrgia al gerdó	ca	01012021					al·lèrgia al gerd	al·lèrgia al fruit de la gerdera (Rubus idaeus) ||| al·lèrgia al fruit de la gerdonera (Rubus idaeus)||| al·lèrgia al gerdó
	al·lèrgia al gingebre||| al·lèrgia al rizoma del gingebre (Zingiber officinale)	ca	01012021					al·lèrgia al gingebre	al·lèrgia al rizoma del gingebre (Zingiber officinale)
	al·lèrgia al glicerol ||| al·lèrgia a l'alcohol glicèric	ca	01012021					al·lèrgia al glicerol 	al·lèrgia a l'alcohol glicèric
	al·lèrgia al glicerol, al glicol o al macrogol	ca	01012021					al·lèrgia al glicerol, al glicol o al macrogol	
	al·lèrgia al glicopirroni	ca	01012021					al·lèrgia al glicopirroni	
	al·lèrgia al glucagó ||| al·lèrgia a l'HGF	ca	01012021					al·lèrgia al glucagó 	al·lèrgia a l'HGF
	al·lèrgia al gluconat ferrós	ca	01012021					al·lèrgia al gluconat ferrós	
	al·lèrgia al glutaraldehid ||| al·lèrgia al glutaral	ca	01012021					al·lèrgia al glutaraldehid 	al·lèrgia al glutaral
	al·lèrgia al gluten mediada per la immunoglobulina E ||| al·lèrgia al gluten mediada per la IgE	ca	01012021					al·lèrgia al gluten mediada per la immunoglobulina E 	al·lèrgia al gluten mediada per la IgE
	al·lèrgia al gram (Cynodon dactylon) ||| al·lèrgia a l'agram (Cynodon dactylon)||| al·lèrgia al peu de gallina (Cynodon dactylon)	ca	01012021					al·lèrgia al gram (Cynodon dactylon) 	al·lèrgia a l'agram (Cynodon dactylon)||| al·lèrgia al peu de gallina (Cynodon dactylon)
	al·lèrgia al gram d'olor (Anthoxanthum odoratum)	ca	01012021					al·lèrgia al gram d'olor (Anthoxanthum odoratum)	
	al·lèrgia al grup de les tetraciclines	ca	01012021					al·lèrgia al grup de les tetraciclines	
	al·lèrgia al hialuronat de sodi	ca	01012021					al·lèrgia al hialuronat de sodi	
	al·lèrgia al iodòfor	ca	01012021					al·lèrgia al iodòfor	
	al·lèrgia al julivert (Petroselinum crispum)	ca	01012021					al·lèrgia al julivert (Petroselinum crispum)	
	al·lèrgia al ketazolam	ca	01012021					al·lèrgia al ketazolam	
	al·lèrgia al ketoconazole ||| al·lèrgia al cetoconazole	ca	01012021					al·lèrgia al ketoconazole 	al·lèrgia al cetoconazole
	al·lèrgia al ketoprofèn ||| al·lèrgia al cetoprofèn	ca	01012021					al·lèrgia al ketoprofèn 	al·lèrgia al cetoprofèn
	al·lèrgia al ketorolac	ca	01012021					al·lèrgia al ketorolac	
	al·lèrgia al ketotifèn	ca	01012021					al·lèrgia al ketotifèn	
	al·lèrgia al labetalol	ca	01012021					al·lèrgia al labetalol	
	al·lèrgia al lanatòsid C	ca	01012021					al·lèrgia al lanatòsid C	
	al·lèrgia al lansoprazole	ca	01012021					al·lèrgia al lansoprazole	
	al·lèrgia al latamoxef	ca	01012021					al·lèrgia al latamoxef	
	al·lèrgia al làtex	ca	01012021					al·lèrgia al làtex	
	al·lèrgia al lenograstim	ca	01012021					al·lèrgia al lenograstim	
	al·lèrgia al levamisole	ca	01012021					al·lèrgia al levamisole	
	al·lèrgia al levobunolol	ca	01012021					al·lèrgia al levobunolol	
	al·lèrgia al levonorgestrel	ca	01012021					al·lèrgia al levonorgestrel	
	al·lèrgia al levorfanol	ca	01012021					al·lèrgia al levorfanol	
	al·lèrgia al libocedre (Calocedrus decurrens) ||| al·lèrgia al cedre d'encens (Calocedrus decurrens)	ca	01012021					al·lèrgia al libocedre (Calocedrus decurrens) 	al·lèrgia al cedre d'encens (Calocedrus decurrens)
	al·lèrgia al lindà||| al·lèrgia a l'hexaclorur de ?-benzè ||| al·lèrgia a l'hexaclorur de benzè gamma	ca	01012021					al·lèrgia al lindà	al·lèrgia a l'hexaclorur de ?-benzè ||| al·lèrgia a l'hexaclorur de benzè gamma
	al·lèrgia al liti	ca	01012021					al·lèrgia al liti	
	al·lèrgia al llagostí (Penaeus kerathurus)	ca	01012021					al·lèrgia al llagostí (Penaeus kerathurus)	
	al·lèrgia al llagostí cafè (Penaeus aztecus)	ca	01012021					al·lèrgia al llagostí cafè (Penaeus aztecus)	
	al·lèrgia al llamàntol (Homarus gammarus)	ca	01012021					al·lèrgia al llamàntol (Homarus gammarus)	
	al·lèrgia al llenguado (Solea solea)	ca	01012021					al·lèrgia al llenguado (Solea solea)	
	al·lèrgia a la palaia (Solea solea) ||| al·lèrgia a la pelaia (Solea solea) ||| al·lèrgia al pelut (Solea solea)	ca	01012021					al·lèrgia a la palaia (Solea solea) 	al·lèrgia a la pelaia (Solea solea) ||| al·lèrgia al pelut (Solea solea)
	al·lèrgia al llobí||| al·lèrgia a la llavor del llobí (Lupinus albus) ||| al·lèrgia al tramús	ca	01012021					al·lèrgia al llobí	al·lèrgia a la llavor del llobí (Lupinus albus) ||| al·lèrgia al tramús
	al·lèrgia al llorer (Laurus nobilis) ||| al·lèrgia al llor (Laurus nobilis)	ca	01012021					al·lèrgia al llorer (Laurus nobilis) 	al·lèrgia al llor (Laurus nobilis)
	al·lèrgia al lluç (Merluccius merluccius)	ca	01012021					al·lèrgia al lluç (Merluccius merluccius)	
	al·lèrgia al loprazolam	ca	01012021					al·lèrgia al loprazolam	
	al·lèrgia al lorazepam	ca	01012021					al·lèrgia al lorazepam	
	al·lèrgia al lormetazepam	ca	01012021					al·lèrgia al lormetazepam	
	al·lèrgia al malatió ||| al·lèrgia al malation	ca	01012021					al·lèrgia al malatió 	al·lèrgia al malation
	al·lèrgia al mango||| al·lèrgia al fruit del mango (Mangifera indica)	ca	01012021					al·lèrgia al mango	al·lèrgia al fruit del mango (Mangifera indica)
	al·lèrgia al mannitol ||| al·lèrgia a la mannita	ca	01012021					al·lèrgia al mannitol 	al·lèrgia a la mannita
	al·lèrgia al margall (Lolium perenne) ||| al·lèrgia a l'herba prima (Lolium perenne)	ca	01012021					al·lèrgia al margall (Lolium perenne) 	al·lèrgia a l'herba prima (Lolium perenne)
	al·lèrgia al marisc	ca	01012021					al·lèrgia al marisc	
	al·lèrgia al mazindol	ca	01012021					al·lèrgia al mazindol	
	al·lèrgia al mebendazole	ca	01012021					al·lèrgia al mebendazole	
	al·lèrgia al mecil·linam	ca	01012021					al·lèrgia al mecil·linam	
	al·lèrgia al medazepam	ca	01012021					al·lèrgia al medazepam	
	al·lèrgia al megestrol	ca	01012021					al·lèrgia al megestrol	
	al·lèrgia al melfalan	ca	01012021					al·lèrgia al melfalan	
	al·lèrgia al meló||| al·lèrgia al fruit de la melonera (Cucumis melo) ||| al·lèrgia al fruit del meló (Cucumis melo)	ca	01012021					al·lèrgia al meló	al·lèrgia al fruit de la melonera (Cucumis melo) ||| al·lèrgia al fruit del meló (Cucumis melo)
	al·lèrgia al mepenzolat	ca	01012021					al·lèrgia al mepenzolat	
	al·lèrgia al meprobamat	ca	01012021					al·lèrgia al meprobamat	
	al·lèrgia al meptazinol	ca	01012021					al·lèrgia al meptazinol	
	al·lèrgia al meropenem	ca	01012021					al·lèrgia al meropenem	
	al·lèrgia al mersalil ||| al·lèrgia a la mercuramida	ca	01012021					al·lèrgia al mersalil 	al·lèrgia a la mercuramida
	al·lèrgia al mesilat de dihidroergotamina	ca	01012021					al·lèrgia al mesilat de dihidroergotamina	
	al·lèrgia al mestranol	ca	01012021					al·lèrgia al mestranol	
	al·lèrgia al metall	ca	01012021					al·lèrgia al metall	
	al·lèrgia al metamizole ||| al·lèrgia a la dipirona	ca	01012021					al·lèrgia al metamizole 	al·lèrgia a la dipirona
	al·lèrgia al metaproterenol ||| al·lèrgia a l'orciprenalina	ca	01012021					al·lèrgia al metaproterenol 	al·lèrgia a l'orciprenalina
	al·lèrgia al metaraminol||| al·lèrgia a l'm-hidroxifenilpropanolamina ||| al·lèrgia a l'm-hidroxinorefedrina	ca	01012021					al·lèrgia al metaraminol	al·lèrgia a l'm-hidroxifenilpropanolamina ||| al·lèrgia a l'm-hidroxinorefedrina
	al·lèrgia al metilfenidat	ca	01012021					al·lèrgia al metilfenidat	
	al·lèrgia al metilfenobarbital	ca	01012021					al·lèrgia al metilfenobarbital	
	al·lèrgia al metipranolol	ca	01012021					al·lèrgia al metipranolol	
	al·lèrgia al metixè	ca	01012021					al·lèrgia al metixè	
	al·lèrgia al metocarbamol	ca	01012021					al·lèrgia al metocarbamol	
	al·lèrgia al metohexital ||| al·lèrgia a la metohexitona	ca	01012021					al·lèrgia al metohexital 	al·lèrgia a la metohexitona
	al·lèrgia al metoprolol	ca	01012021					al·lèrgia al metoprolol	
	al·lèrgia al metotrexat ||| al·lèrgia a l'ametopterina ||| al·lèrgia a l'MTX	ca	01012021					al·lèrgia al metotrexat 	al·lèrgia a l'ametopterina ||| al·lèrgia a l'MTX
	al·lèrgia al metronidazole	ca	01012021					al·lèrgia al metronidazole	
	al·lèrgia al miconazole	ca	01012021					al·lèrgia al miconazole	
	al·lèrgia al midazolam	ca	01012021					al·lèrgia al midazolam	
	al·lèrgia al minoxidil	ca	01012021					al·lèrgia al minoxidil	
	al·lèrgia al misoprostol	ca	01012021					al·lèrgia al misoprostol	
	al·lèrgia al mitobronitol	ca	01012021					al·lèrgia al mitobronitol	
	al·lèrgia al mivacuri	ca	01012021					al·lèrgia al mivacuri	
	al·lèrgia al molgramostim	ca	01012021					al·lèrgia al molgramostim	
	al·lèrgia al mononitrat d'isosorbida	ca	01012021					al·lèrgia al mononitrat d'isosorbida	
	al·lèrgia al mononitrat d'isosorbida d'alliberament modificat	ca	01012021					al·lèrgia al mononitrat d'isosorbida d'alliberament modificat	
	al·lèrgia al mosquit (Culex pipiens)	ca	01012021					al·lèrgia al mosquit (Culex pipiens)	
	al·lèrgia al musclo (Mytilus edulis) ||| al·lèrgia al musclo comú (Mytilus edulis)	ca	01012021					al·lèrgia al musclo (Mytilus edulis) 	al·lèrgia al musclo comú (Mytilus edulis)
	al·lèrgia al musclo (Mytilus galloprovincialis)||| al·lèrgia al musclo mediterrani (Mytilus galloprovincialis)	ca	01012021					al·lèrgia al musclo (Mytilus galloprovincialis)	al·lèrgia al musclo mediterrani (Mytilus galloprovincialis)
	al·lèrgia al nabiu||| al·lèrgia al fruit de l'avajonera (Vaccinium myrtillus) |||  al·lèrgia al fruit de la moixereta (Vaccinium myrtillus) ||| al·lèrgia al fruit de la nabinera (Vaccinium myrtillus)||| al·lèrgia al fruit de la nabissera (Vaccinium myrtillus) ||| al·lèrgia al fruit del mirtil (Vaccinium myrtillus)||| al·lèrgia al fruit del nabiu (Vaccinium myrtillus)	ca	01012021					al·lèrgia al nabiu	al·lèrgia al fruit de l'avajonera (Vaccinium myrtillus) |||  al·lèrgia al fruit de la moixereta (Vaccinium myrtillus) ||| al·lèrgia al fruit de la nabinera (Vaccinium myrtillus)||| al·lèrgia al fruit de la nabissera (Vaccinium myrtillus) ||| al·lèrgia al fruit del mirtil (Vaccinium myrtillus)||| al·lèrgia al fruit del nabiu (Vaccinium myrtillus)
	al·lèrgia al nadolol	ca	01012021					al·lèrgia al nadolol	
	al·lèrgia al naftidrofuril ||| al·lèrgia al nafronil	ca	01012021					al·lèrgia al naftidrofuril 	al·lèrgia al nafronil
	al·lèrgia al naproxèn	ca	01012021					al·lèrgia al naproxèn	
	al·lèrgia al nedocromil	ca	01012021					al·lèrgia al nedocromil	
	al·lèrgia al nefopam	ca	01012021					al·lèrgia al nefopam	
	al·lèrgia al negundo (Acer negundo)||| al·lèrgia a l'auró de fulla de freixe (Acer negundo)	ca	01012021					al·lèrgia al negundo (Acer negundo)	al·lèrgia a l'auró de fulla de freixe (Acer negundo)
	al·lèrgia al nicorandil	ca	01012021					al·lèrgia al nicorandil	
	al·lèrgia al nicotinat d'inositol	ca	01012021					al·lèrgia al nicotinat d'inositol	
	al·lèrgia al nimorazole	ca	01012021					al·lèrgia al nimorazole	
